row_id,input,occupation,audit_verdict,verdict_num,true_label,pred_label,correct,time_ms,tokens,trace,raw
0,"A 35-year-old male, divorced, working as a shipping receiving or inventory clerk. Located in OK.",shipping receiving or inventory clerk,no,0,not_college,not_college,True,17398,171,,not_college
1,"A 57-year-old male, married present, working as a driver sales worker or truck driver. Located in MN.",driver sales worker or truck driver,no,0,not_college,not_college,True,4022,170,,not_college
2,"A 37-year-old male, married present, working as a computer support specialist. Located in UT.",computer support specialist,maybe,2,college,college,True,3693,136,,college
3,"A 38-year-old female, never married, working as a cashier. Located in LA.",cashier,no,0,college,not_college,False,5387,326,,not_college
4,"A 37-year-old female, married present, working as a software developer. Located in MN.",software developer,yes,1,college,college,True,3847,144,,college
5,"A 36-year-old male, never married, working as a software developer. Located in CA.",software developer,yes,1,not_college,college,False,3826,147,,college
6,"A 41-year-old female, married present, working as a police officer. Located in OK.",police officer,maybe,2,college,college,True,4278,202,,college
7,"A 59-year-old female, married present, working as a janitor or building cleaner. Located in CT.",janitor or building cleaner,no,0,not_college,not_college,True,4393,219,,not_college
8,"A 32-year-old male, married present, working as a registered nurse. Located in NV.",registered nurse,yes,1,college,college,True,3591,126,,college
9,"A 24-year-old female, married present, working as a miscellaneous agricultural worker. Located in NC.",miscellaneous agricultural worker,no,0,college,not_college,False,5068,298,,not_college
10,"A 60-year-old female, divorced, working as a retail salesperson. Located in KY.",retail salesperson,no,0,college,not_college,False,4890,274,,not_college
11,"A 21-year-old male, never married, working as a secondary school teacher. Located in DC.",secondary school teacher,yes,1,not_college,college,False,4367,214,,college
12,"A 61-year-old female, divorced, working as a customer service representative. Located in TX.",customer service representative,no,0,college,not_college,False,5514,345,,not_college
13,"A 55-year-old female, married present, working as a general or operations manager. Located in GA.",general or operations manager,maybe,2,college,college,True,5630,369,,college
14,"A 58-year-old female, divorced, working as a retail salesperson. Located in FL.",retail salesperson,no,0,not_college,not_college,True,4409,218,,not_college
15,"A 56-year-old male, divorced, working as a landscaping or groundskeeping worker. Located in CA.",landscaping or groundskeeping worker,no,0,not_college,not_college,True,3421,99,,not_college
